Epoch 	 Time(sec) 	 Loss_train 	 Accuracy 	 Precision 	 Recall 	 Sensitivity 	 Specificity 	 MCC 	 F1-score 	 ROC_AUC 	 AUC 	 Q9 	 PPV 	 NPV 	 TP 	 FP 	 TN 	 FN
0	255.40024889120832	552.9618434309959	0.5829477858559154	0.902439018887567	0.19397116619400895	0.19397116619400895	0.9786666653617778	0.2776521099172329	0.3193096005185441	0.8705985146352119	1.0	0.4298519527228314	0.902439018887567	0.5441067453342425	148	16	734	615
1	576.7961650970392	364.50362334860256	0.8810310641110377	0.8301245743713198	0.9606815190554633	0.9606815190554633	0.7999999989333333	0.7715163604613873	0.890643984878102	0.9631367409349062	1.0	0.8558716841755665	0.8301245743713198	0.9523809508692366	733	150	600	30
2	838.583378274925	139.88152094406416	0.9557171183079973	0.9531249987589518	0.9593709030676659	0.9593709030676659	0.9519999987306667	0.9114425802164801	0.9562377524779635	0.9760218435998254	1.0	0.9555324645647769	0.9531249987589518	0.9583892604585379	732	36	714	31
3	1095.4941279031336	82.84291205167884	0.9590218109715797	0.9476372912546139	0.9724770629456395	0.9724770629456395	0.9453333320728889	0.9183401304922921	0.9598965064942454	0.9831140235910878	1.0	0.9567220816213144	0.9476372912546139	0.9712328753818728	742	41	709	21
4	1356.3002841910347	79.64964726445942	0.9649702577660277	0.9720744667924541	0.9580602870798686	0.9580602870798686	0.971999998704	0.9300424108900047	0.9650165010131904	0.9855570117955439	1.0	0.9643423261099388	0.9720744667924541	0.957950064444218	731	21	729	32
5	1625.9968964220025	87.72525038407616	0.9762062128222075	0.9814569523424411	0.9711664469578422	0.9711664469578422	0.9813333320248889	0.9524664936705981	0.9762845843370983	0.9942140672782874	1.0	0.975711956109238	0.9814569523424411	0.9709762520171817	741	14	736	22
6	1936.085230381228	55.14670850603956	0.9795109054857898	0.9740932629869258	0.9855832228236131	0.9855832228236131	0.9733333320355556	0.9590824943320668	0.9798045596222771	0.994698121450415	1.0	0.9785645791035049	0.9740932629869258	0.9851551943520173	752	20	730	11
7	2188.687171766069	57.593271119110895	0.9874421678783873	0.9907651701968797	0.9842726068358157	0.9842726068358157	0.9906666653457777	0.9749052026852975	0.9875082176281996	0.994264744429882	1.0	0.9870682180989014	0.9907651701968797	0.984105958961449	751	7	743	12
8	2440.483864857815	59.44482451245119	0.985459352280238	0.9894319669888614	0.981651374860221	0.981651374860221	0.9893333320142222	0.9709490789750197	0.985526315141101	0.9951245085190039	1.0	0.984992505620784	0.9894319669888614	0.9814814801832256	749	8	742	14
9	2689.3933456721716	34.134424950793004	0.9874421678783873	0.9894736829085873	0.9855832228236131	0.9855832228236131	0.9893333320142222	0.9748910036288279	0.987524621807272	0.9952101354303189	1.0	0.987318887968982	0.9894736829085873	0.9853917649596391	752	8	742	11
10	2953.9863225729205	29.30016324707762	0.9834765366820886	0.9817232363162882	0.9855832228236131	0.9855832228236131	0.9813333320248889	0.9669571122015904	0.98364944343777	0.9947872433377021	1.0	0.9833223522139193	0.9817232363162882	0.9852744297385885	752	14	736	11
11	3263.496589932125	37.36283905495077	0.9861202908129544	0.9933510625088416	0.9790301428846263	0.9790301428846263	0.9933333320088888	0.9723447869115617	0.9861386132104695	0.9941371778069025	1.0	0.9844407696515955	0.9933510625088416	0.9789750315650788	747	5	745	16
12	3521.0017202361487	11.9873214292506	0.985459352280238	0.9868593942354016	0.9842726068358157	0.9842726068358157	0.9866666653511111	0.9709206115787143	0.9855643038152464	0.995474006116208	1.0	0.9854204143930319	0.9868593942354016	0.9840425518829221	751	10	740	12
13	3784.8977696998045	28.556795473119053	0.9847984137475215	0.9933333320088888	0.9764089109090316	0.9764089109090316	0.9933333320088888	0.969742245522062	0.9847984130966302	0.9943905635648755	1.0	0.9826652968216418	0.9933333320088888	0.9764089109090316	745	5	745	18
14	4046.588470012881	44.037930721862665	0.9861202908129544	0.9907407394302371	0.981651374860221	0.981651374860221	0.9906666653457777	0.9722823633813826	0.9861751145581467	0.9954705111402359	1.0	0.9854435047415641	0.9907407394302371	0.9815059432212603	749	7	743	14
15	4323.7903491701	38.74778734060854	0.9874421678783873	0.995999998672	0.9790301428846263	0.9790301428846263	0.995999998672	0.9750301441677588	0.9874421672257486	0.9960069899519441	1.0	0.9849047217047022	0.995999998672	0.9790301428846263	747	3	747	16
16	4630.202968455851	20.172518586964195	0.9900859220092532	0.9960212188381682	0.9842726068358157	0.9842726068358157	0.995999998672	0.9802417753176673	0.9901120626301172	0.9957955439056356	1.0	0.9885250086020936	0.9960212188381682	0.9841897220234654	751	3	747	12
17	4891.493698568083	13.148306990617812	0.9900859220092532	0.9934036926208395	0.9868938388114105	0.9868938388114105	0.9933333320088888	0.9801929165298953	0.9901380664101656	0.9960672782874618	1.0	0.9896025033868314	0.9934036926208395	0.986754965580457	753	5	745	10
18	5156.307751311921	26.723058265749785	0.9887640449438202	0.9946949588929775	0.9829619908480184	0.9829619908480184	0.9946666653404445	0.9775979091557495	0.9887936710686923	0.9958986456968109	1.0	0.9873758533673003	0.9946949588929775	0.9828721989685478	750	4	746	13
19	5409.489611334167	19.29935620159415	0.9887640449438202	0.9946949588929775	0.9829619908480184	0.9829619908480184	0.9946666653404445	0.9775979091557495	0.9887936710686923	0.9960227173438182	1.0	0.9873758533673003	0.9946949588929775	0.9828721989685478	750	4	746	13
