Epoch 	 Time(sec) 	 Loss_train 	 Accuracy 	 Precision 	 Recall 	 Sensitivity 	 Specificity 	 MCC 	 F1-score 	 ROC_AUC 	 AUC 	 Q9 	 PPV 	 NPV 	 TP 	 FP 	 TN 	 FN
25	7239.541158522945	49.547503648036525	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9929311177866941	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
26	7549.729567433707	21.120561016375845	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9930554096730598	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
27	7818.518627233803	31.75099045900869	0.9874421678783873	0.9948586105464542	0.9809885919125619	0.9809885919125619	0.9944751367479625	0.9749569582792886	0.987874919599314	0.9928488400590998	1.0	0.9860007555745297	0.9948586105464542	0.9795918354019159	774	4	720	15
28	8063.733245167881	35.522397659829124	0.9874421678783873	0.9948586105464542	0.9809885919125619	0.9809885919125619	0.9944751367479625	0.9749569582792886	0.987874919599314	0.9930921720619849	1.0	0.9860007555745297	0.9948586105464542	0.9795918354019159	774	4	720	15
29	8355.897674757987	24.995139732610987	0.985459352280238	0.9948387083937565	0.9771863105485599	0.9771863105485599	0.9944751367479625	0.9710547684433213	0.9859335032059248	0.993015146104237	1.0	0.9834019810119903	0.9948387083937565	0.9756097547755965	771	4	720	18
30	8612.916123709641	34.76877493623614	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9929958896148002	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
31	8868.343953059986	24.665877931866703	0.985459352280238	0.9948387083937565	0.9771863105485599	0.9771863105485599	0.9944751367479625	0.9710547684433213	0.9859335032059248	0.992960877815824	1.0	0.9834019810119903	0.9948387083937565	0.9756097547755965	771	4	720	18
32	9120.318922852632	19.169202580266486	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9929591272258751	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
33	9421.735333607066	22.998723924016204	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.992932868376643	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
34	9685.316667750012	25.343228623710814	0.9861202908129544	0.994845359542725	0.9784537376698939	0.9784537376698939	0.9944751367479625	0.9723537060383382	0.9865814690181587	0.9929083601173595	1.0	0.9842715947131648	0.994845359542725	0.9769335129213927	772	4	720	17
35	9933.031742761843	13.085447797770996	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9929582519309007	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
36	10216.430300019681	20.654635107452435	0.984137475214805	0.9948253544698249	0.9746514563058917	0.9746514563058917	0.9944751367479625	0.9684622344779195	0.9846350825962643	0.9927473058420687	1.0	0.9816550728597522	0.9948253544698249	0.9729729716581447	769	4	720	20
37	10481.824765319005	28.342633531185875	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9928961059877179	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
38	10745.04176529171	11.263268930845769	0.985459352280238	0.9948387083937565	0.9771863105485599	0.9771863105485599	0.9944751367479625	0.9710547684433213	0.9859335032059248	0.9929022330525387	1.0	0.9834019810119903	0.9948387083937565	0.9756097547755965	771	4	720	18
39	11000.726481040008	30.470477436236386	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9928488400591	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
40	11302.224559489638	26.07205905661548	0.9874421678783873	0.9948586105464542	0.9809885919125619	0.9809885919125619	0.9944751367479625	0.9749569582792886	0.987874919599314	0.9928540918289464	1.0	0.9860007555745297	0.9948586105464542	0.9795918354019159	774	4	720	15
41	11558.040823820978	13.106732062427	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9928768494982809	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
42	11820.843618828803	23.723241760003823	0.9881031064111038	0.9948652105329073	0.982256019033896	0.982256019033896	0.9944751367479625	0.9762612873448214	0.9885204075328313	0.9929608778158241	1.0	0.986858978062549	0.9948652105329073	0.9809264291812991	775	4	720	14
43	12112.929218987003	21.14255912538607	0.9881031064111038	0.9948652105329073	0.982256019033896	0.982256019033896	0.9944751367479625	0.9762612873448214	0.9885204075328313	0.9929801343052609	1.0	0.986858978062549	0.9948652105329073	0.9809264291812991	775	4	720	14
44	12390.727170394734	19.38663915600005	0.9874421678783873	0.9948586105464542	0.9809885919125619	0.9809885919125619	0.9944751367479625	0.9749569582792886	0.987874919599314	0.9929678801756192	1.0	0.9860007555745297	0.9948586105464542	0.9795918354019159	774	4	720	15
45	12641.623805158772	19.641191087313956	0.9874421678783873	0.9948586105464542	0.9809885919125619	0.9809885919125619	0.9944751367479625	0.9749569582792886	0.987874919599314	0.9929284919017709	1.0	0.9860007555745297	0.9948586105464542	0.9795918354019159	774	4	720	15
46	12885.735075430945	20.53982332929921	0.9881031064111038	0.9948652105329073	0.982256019033896	0.982256019033896	0.9944751367479625	0.9762612873448214	0.9885204075328313	0.9929468730962335	1.0	0.986858978062549	0.9948652105329073	0.9809264291812991	775	4	720	14
47	13192.317847738042	14.820061313891351	0.9874421678783873	0.9948586105464542	0.9809885919125619	0.9809885919125619	0.9944751367479625	0.9749569582792886	0.987874919599314	0.9929319930816686	1.0	0.9860007555745297	0.9948586105464542	0.9795918354019159	774	4	720	15
48	13442.532869225834	16.62021986761892	0.9867812293456708	0.994851993571619	0.979721164791228	0.979721164791228	0.9944751367479625	0.9736544335853697	0.9872286072878489	0.9928602188937672	1.0	0.9851380484821299	0.994851993571619	0.9782608682360586	773	4	720	16
49	13688.922831100877	20.95109004028611	0.9874421678783873	0.9948586105464542	0.9809885919125619	0.9809885919125619	0.9944751367479625	0.9749569582792886	0.987874919599314	0.9928514659440232	1.0	0.9860007555745297	0.9948586105464542	0.9795918354019159	774	4	720	15
